drug_id,ema_code,name,manufacturer
431,EMA-000431,Azemista,Elpen Pharmaceutical Co. Inc.
432,EMA-000432,Azibactron,Cross Pharmaceuticals P.C.
433,EMA-000433,Azida,Demo Abee
434,EMA-000434,Azifarm,Venifar Ltd
435,EMA-000435,Azirox,Vian S.A.
436,EMA-000436,Azirox,Vian S.A.
437,EMA-000437,Azirutec,Zwitter Pharmaceuticals Επε
438,EMA-000438,Azirutec,Zwitter Pharmaceuticals Επε
439,EMA-000439,Azithromycin Syndesmos,Syndesmos S.A. - Pharmaceutical Wholesalers
440,EMA-000440,Azithromycin Vocate,Vocate Φαρμακευτικη Αε
441,EMA-000441,Azithromycin Vocate,Vocate Φαρμακευτικη Αε
442,EMA-000442,Azivirus,Verisfield S.M.S.A
443,EMA-000443,Azivirus,Verisfield S.M.S.A
444,EMA-000444,Azodal,Genetic Spa
445,EMA-000445,Azoflu,Vianex S.A.
446,EMA-000446,Azurvig,"Farmalider, S.A."
447,EMA-000447,Azyter,Laboratoires Thea
448,EMA-000448,Azzalure,Ipsen Pharma
449,EMA-000449,Azzol-S,Sja Pharm Ltd
450,EMA-000450,Azzol-S,Sja Pharm Ltd
451,EMA-000451,Babaney,E.I. Zarbis & Co Lp.
452,EMA-000452,Baclofen Sintetica,Sintetica Gmbh
453,EMA-000453,Bactrimel,Eumedica Pharmaceuticals Gmbh
454,EMA-000454,Bactrimel Forte,Eumedica Pharmaceuticals Gmbh
455,EMA-000455,Bactroban,Glaxosmithkline Single Member A.E.B.E.
456,EMA-000456,Bactroban,Glaxosmithkline Single Member A.E.B.E.
457,EMA-000457,Bactrocine,Help Abee
458,EMA-000458,Balance,Fresenius Medical Care Deutschland Gmbh
459,EMA-000459,Balaxon,Demo Abee
460,EMA-000460,Banatin,Norma Hellas S.A.
461,EMA-000461,Baroxal,Vivax Pharmaceuticals Ltd
462,EMA-000462,Batafil,Proel Epam G Koronis Sa Pharmaceuticals
463,EMA-000463,Bcg Vaccine Ajvaccines,Aj Vaccines A/S
464,EMA-000464,"Bcg Vaccine, Λυοφιλοποιημένο Ajvaccines",Aj Vaccines A/S
465,EMA-000465,Be Union,Provident M.D. I.K.E.
466,EMA-000466,Be Union,Provident M.D. I.K.E.
467,EMA-000467,Beclometasone Formoterol Genetic,Genetic Spa
468,EMA-000468,Beclometasone+formoterol Stada,Stada Arzneimittel Ag
469,EMA-000469,Becloneb,Chiesi Hellas S.A.
470,EMA-000470,Beclospin,Chiesi Hellas S.A.
471,EMA-000471,Becolip,Bennett Pharmaceuticals Sa
472,EMA-000472,Befeprox,Genepharm S.A.
473,EMA-000473,Befimat,Venifar Ltd
474,EMA-000474,Begalin,Pfizer Hellas A.E.
475,EMA-000475,Begalin-P,Pfizer Hellas A.E.
476,EMA-000476,Belasperdal-S,Sja Pharm Ltd
477,EMA-000477,Belifax,Innovis Pharma
478,EMA-000478,Belifax Pais,Innovis Pharma
479,EMA-000479,Belkyra,Abbvie Pharmaceuticals S.A.
480,EMA-000480,Belogerm,Nassington Ltd
481,EMA-000481,Bencet Mouth Spray,Nassington Ltd
482,EMA-000482,Bendamustine Accord,Accord Healthcare S.L.U.
483,EMA-000483,Bendamustine Actavis,Actavis Group Ptc Ehf.
484,EMA-000484,Benevril,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
485,EMA-000485,Bentalya,Innovis Pharma
486,EMA-000486,Benzogal,Rafarm Sa.
487,EMA-000487,Benzol,Bennett Pharmaceuticals Sa
488,EMA-000488,Benzopalen,Laboratoires Bailleul S.A.
489,EMA-000489,Benzopalen Forte,Laboratoires Bailleul S.A.
490,EMA-000490,Benzylpenicillin Cooper,Cooper Pharmaceuticals S.A.
491,EMA-000491,Bergamol,Farmellas Enterprises Ltd
492,EMA-000492,Bergamol,Farmellas Enterprises Ltd
493,EMA-000493,Berinert,Csl Behring E.P.E.
494,EMA-000494,Berinert,Csl Behring E.P.E.
495,EMA-000495,Beriplex P/N,Csl Behring E.P.E.
496,EMA-000496,Berlex,Innovis Pharma
497,EMA-000497,Berovent,Boehringer Ingelheim Hellas Single Member S.A.
498,EMA-000498,Besartan,Bennett Pharmaceuticals Sa
499,EMA-000499,Bespar,Vianex S.A.
500,EMA-000500,Best,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
501,EMA-000501,Bestmag,"Lyofin Ltd, Greece"
502,EMA-000502,Betacort,D.A.S.T. Biotech Pharm Ltd
503,EMA-000503,Betadine,Lavipharm S.A
504,EMA-000504,Betadine,Lavipharm S.A
505,EMA-000505,Betadine,Lavipharm S.A
506,EMA-000506,Betafusin,Pharmex S.A.
507,EMA-000507,Betaoctine,Lavipharm S.A
508,EMA-000508,Betaserc,Viatris Healthcare Limited
509,EMA-000509,Betatape,Ibsa Farmaceutici Italia
510,EMA-000510,Betavert,Farmasyn S.A.
511,EMA-000511,Bet-Fu,Medimar Sa
512,EMA-000512,Betnovate,Glaxosmithkline Single Member A.E.B.E.
513,EMA-000513,Betoptic,Immedica Pharma Ab
514,EMA-000514,Betoptic S,Immedica Pharma Ab
515,EMA-000515,Betrimine,Help Abee
516,EMA-000516,Betrimine,Help Abee
517,EMA-000517,Bevostatin,Desant Technologia Kallyntikon Kai Farmakon M.E.P.E.
518,EMA-000518,Bezanin,Iasis Pharma
519,EMA-000519,Bezevor,Lavipharm S.A
520,EMA-000520,Bicalut,Genepharm S.A.
521,EMA-000521,Bicalutamide Rafarm,Rafarm Sa.
522,EMA-000522,Bicamide,Genepharm S.A.
523,EMA-000523,Bicavera,Fresenius Medical Care Deutschland Gmbh
524,EMA-000524,Biger,Heremco
525,EMA-000525,Bigger,Heremco Ltd
526,EMA-000526,Bikalen,Elpen Pharmaceutical Co. Inc.
527,EMA-000527,Bilamcar,Swyssi Ag
528,EMA-000528,Bilargen,Menarini International Operations Luxembourg S.A.
529,EMA-000529,Bilargen,Menarini International Operations Luxembourg S.A.
530,EMA-000530,Bilastine Stada,Stada Arzneimittel Ag
531,EMA-000531,Bilaz,Menarini International Operations Luxembourg S.A.
532,EMA-000532,Bilaz,Menarini International Operations Luxembourg S.A.
533,EMA-000533,Bileni,Viatris Healthcare Limited
534,EMA-000534,Biludex,Vianex S.A.
535,EMA-000535,Bilumide,Bennett Pharmaceuticals Sa
536,EMA-000536,Bimatoprost Pharmathen,Pharmathen S.A.
537,EMA-000537,Bimotil,Itf Hellas S.A.
538,EMA-000538,Bindazac,Norma Hellas S.A.
539,EMA-000539,Bindazac,Norma Hellas S.A.
540,EMA-000540,Binosto,Galenica Sa
541,EMA-000541,Bioclavid,Sandoz Gmbh
542,EMA-000542,Bioclavid,Sandoz Gmbh
543,EMA-000543,Biofenac,Galenica Sa
544,EMA-000544,Bioflevin,Bennett Pharmaceuticals Sa
545,EMA-000545,Biorisan,Vocate Φαρμακευτικη Αε
546,EMA-000546,Biorphen,Sintetica Gmbh
547,EMA-000547,Biorphen,Sintetica Gmbh
548,EMA-000548,Biosonide,Help Abee
549,EMA-000549,Biosonide,Help Abee
550,EMA-000550,Biotaxel,Medicus A.E
551,EMA-000551,Biphozyl,Vantive Belgium
552,EMA-000552,Birmost,Rafarm Sa.
553,EMA-000553,Birmost-Co,Rafarm Sa.
554,EMA-000554,Bismuth Krka,"Krka, D.D., Novo Mesto"
555,EMA-000555,Bisolphyto,Opella Healthcare Greece Single Member Ltd.
556,EMA-000556,Bisolvon,Opella Healthcare Greece Single Member Ltd.
557,EMA-000557,Bisoral,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
558,EMA-000558,Bivol,Pharmapath Sa
559,EMA-000559,Bivorilan,Vian S.A.
560,EMA-000560,Blissel,Itf Hellas S.A.
561,EMA-000561,Blizomit,Pharmathen S.A.
562,EMA-000562,Blocatens,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
563,EMA-000563,Blodegrel,Vian S.A.
564,EMA-000564,Blomensy,Egis Pharmaceuticals Plc
565,EMA-000565,Bloonis,"Zentiva, K.S."
566,EMA-000566,Blugral,Provident Pharmaceuticals Ltd
567,EMA-000567,Bluozi,Medical Pharmaquality Pharmaceuticals S.A.
568,EMA-000568,B-Mag,Bennett Pharmaceuticals Sa
569,EMA-000569,Bocacort-S,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
570,EMA-000570,Bocleer,Q Pharma Kft.
571,EMA-000571,Bocouture,Merz Pharmaceuticals Gmbh
572,EMA-000572,Body-Calcin,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
573,EMA-000573,Body-Calcin D3,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
574,EMA-000574,Body-Calcin D3 Forte,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
575,EMA-000575,Boled,Faran S.A.
576,EMA-000576,Bollinol,Viofar Ltd
577,EMA-000577,Bollinol®,Viofar Ltd
578,EMA-000578,Bonamens,Elpen Pharmaceutical Co. Inc.
579,EMA-000579,Bondamax,Elpen Pharmaceutical Co. Inc.
580,EMA-000580,Bondapen  Oaw/«μία Φορά Την Εβδομάδα»,Elpen Pharmaceutical Co. Inc.
581,EMA-000581,Bonescan Για Την Ανασύσταση Του Tc – 99m Bonescan,Mediray Gpc
582,EMA-000582,Bonevin,Vianex S.A.
583,EMA-000583,Boostrix,Glaxosmithkline Single Member A.E.B.E.
584,EMA-000584,Boostrix Polio,Glaxosmithkline Single Member A.E.B.E.
585,EMA-000585,Boostrix Polio,Glaxosmithkline Single Member A.E.B.E.
586,EMA-000586,Bortezomib Baxter,Baxter Holding B.V.
587,EMA-000587,Bortezomib Pharmazac,Pharmazac Sa
588,EMA-000588,Bortezomib Sandoz,Sandoz Pharmaceuticals D.D.
589,EMA-000589,Bortezomib Stada,Stada Arzneimittel Ag
590,EMA-000590,Bortezomib Teva,Teva B.V
591,EMA-000591,Botaderm,D.A.S.T. Biotech Pharm Ltd
592,EMA-000592,Botafex,Pharmex S.A.
593,EMA-000593,Botevia,Innovis Pharma
594,EMA-000594,Botevia,Innovis Pharma
595,EMA-000595,Botox,Abbvie Pharmaceuticals S.A.
596,EMA-000596,Bottiar,Genepharm S.A.
597,EMA-000597,Boytavixal,Novendia Pharmaceuticals Ltd
598,EMA-000598,Bramitob,Chiesi Hellas S.A.
599,EMA-000599,Brandasit,Genepharm S.A.
600,EMA-000600,Brasan,Vianex S.A.
601,EMA-000601,Bravigo,Genepharm S.A.
602,EMA-000602,Breair,Genetic Spa
603,EMA-000603,Brelung,Elpen Pharmaceutical Co. Inc.
604,EMA-000604,Bresec,Vocate Φαρμακευτικη Αε
605,EMA-000605,Bresec,Vocate Φαρμακευτικη Αε
606,EMA-000606,Bresec(Iv),Vocate Φαρμακευτικη Αε
607,EMA-000607,Brevibloc,Baxter Hellas
608,EMA-000608,Brevibloc,Baxter Hellas
609,EMA-000609,Brexin,Chiesi Hellas S.A.
610,EMA-000610,Brexin Dref,Chiesi Hellas S.A.
611,EMA-000611,Brieka,Teva Gmbh
612,EMA-000612,Briklin,Vianex S.A.
613,EMA-000613,Brimofree,Pharma Stulln Gmbh
614,EMA-000614,Brimogan,Cooper Pharmaceuticals S.A.
615,EMA-000615,Brimontal,Rafarm Sa.
616,EMA-000616,Brimontal-Co,Rafarm Sa.
617,EMA-000617,Britnya,Pharmathen S.A.
618,EMA-000618,Brivaracetam Anabiosis,Anabiosis S.A.
619,EMA-000619,Brivaracetam Anfarm,Anfarm Hellas Sa
620,EMA-000620,Brivaracetam Pharmazac,Pharmazac Sa
621,EMA-000621,Brivir,Laboratori Guidotti S.P.A.
622,EMA-000622,Brodilaten,Demo Abee
623,EMA-000623,Brolertix,Innovis Pharma
624,EMA-000624,Bronchipret Forte,Bionorica Se
625,EMA-000625,Bronchodual Sine,Omega Pharma Hellas S.A.
626,EMA-000626,Bronchoduo,Omega Pharma Hellas S.A.
627,EMA-000627,Bronchogrip,Omega Pharma Hellas S.A.
628,EMA-000628,Bronchotussine,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
629,EMA-000629,Broncho-Vaxom,Omedicamed Unipessoal Lda
630,EMA-000630,Broncolyn® 15mg5ml,Vianex S.A.
631,EMA-000631,Broncolyn® 30mg/5ml,Vianex S.A.
632,EMA-000632,Broncolyn® 30mg/Ταβ,Vianex S.A.
633,EMA-000633,Broncoteril,Iasis Pharma
634,EMA-000634,Broncovent,Medicair Bioscience Laboratories Cy Ltd
635,EMA-000635,Bron-Hal,Help Abee
636,EMA-000636,Brosiral,Bros Ltd
637,EMA-000637,Brosiral,Bros Ltd
638,EMA-000638,Broxeltia,Innovis Pharma
639,EMA-000639,Brucelin,Target Pharma Single Member Private Ltd
640,EMA-000640,Brufen,Viatris Healthcare Limited
641,EMA-000641,Brufen N,Viatris Healthcare Limited
642,EMA-000642,Brufen Plus,Viatris Healthcare Limited
643,EMA-000643,Bruse,Demo Abee
644,EMA-000644,Bruse,Demo Abee
645,EMA-000645,Buateron,Venifar Ltd
646,EMA-000646,Budecol,Tillotts Pharma Gmbh
647,EMA-000647,Budecol 3 Mg,Tillotts Pharma Gmbh
648,EMA-000648,Budenite,Vian S.A.
649,EMA-000649,Budenofalk,Galenica Sa
650,EMA-000650,Budenofalk Uno,Galenica Sa
651,EMA-000651,Budenοfalk,Galenica Sa
652,EMA-000652,Budenοfalk Procto,Galenica Sa
653,EMA-000653,Budeprol,Novendia Pharmaceuticals Ltd
654,EMA-000654,Budeprol,Novendia Pharmaceuticals Ltd
655,EMA-000655,Buderen,Balu S.A.
656,EMA-000656,Budesoderm,Pharmex S.A.
657,EMA-000657,Budesonal,Verisfield S.M.S.A
658,EMA-000658,Budesonide Norma,Norma Hellas S.A.
659,EMA-000659,Budesonide Norma,Norma Hellas S.A.
660,EMA-000660,Budesonide Target,Target Pharma Single Member Private Ltd
661,EMA-000661,Budesonide Target,Target Pharma Single Member Private Ltd
662,EMA-000662,Budiair,Chiesi Hellas S.A.
663,EMA-000663,Bumeftyl,Bennett Pharmaceuticals Sa
664,EMA-000664,Bunafon,Pharmabelle Ltd
665,EMA-000665,Buprenal,Viogen Pharmaceuticals
666,EMA-000666,Burinex,Karo Healthcare Ab
667,EMA-000667,Burinex,Karo Healthcare Ab
668,EMA-000668,Buscofem Extra,Opella Healthcare Greece Single Member Ltd.
669,EMA-000669,Buscopan,Opella Healthcare Greece Single Member Ltd.
670,EMA-000670,Buscopan Plus,Opella Healthcare Greece Single Member Ltd.
671,EMA-000671,Butagan,Anfarm Hellas Sa
672,EMA-000672,Butavate,Glaxosmithkline Single Member A.E.B.E.
673,EMA-000673,Butekont,Bennett Pharmaceuticals Sa
674,EMA-000674,Butekont,Bennett Pharmaceuticals Sa
675,EMA-000675,Butolir,Demo Abee
676,EMA-000676,Buvastin,Elpen Pharmaceutical Co. Inc.
677,EMA-000677,Buvera,Rafarm Sa.
678,EMA-000678,Buxodem,Demo Abee
679,EMA-000679,Cabazitaxel Ariti,Ariti Sa
680,EMA-000680,Cabazitaxel Ever Pharma,Ever Valinject Gmbh
681,EMA-000681,Cabazitaxel Fresenius Kabi,Fresenius Kabi Hellas Single Member S.A.
682,EMA-000682,Cabazitaxel Teva,Teva B.V
683,EMA-000683,Cadelius,Itf Hellas S.A.
684,EMA-000684,Cafergot,Amdipharm Limited
685,EMA-000685,Cal+d,Verisfield S.M.S.A
686,EMA-000686,Calcedem,Demo Abee
687,EMA-000687,Calcifenov,Innovis Pharma
688,EMA-000688,Calcifolin,Provident Pharmaceuticals Ltd
689,EMA-000689,Calciform,Iasis Pharma
690,EMA-000690,Calciform D3,Iasis Pharma
691,EMA-000691,Calciomax  M.A,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
692,EMA-000692,Calcioral,Cheplapharm Arzneimittel Gmbh
693,EMA-000693,Calcioral D3,Cheplapharm Arzneimittel Gmbh
694,EMA-000694,Calcipotriol Rafarm,Rafarm Sa.
695,EMA-000695,Calcium Chloride Cooper,Cooper Pharmaceuticals S.A.
696,EMA-000696,Calcium Chloride Demo,Demo Abee
697,EMA-000697,Calcium Folinate Kleva,Kleva Pharmaceuticals
698,EMA-000698,Calcium Folinate Pharmazac,Pharmazac Sa
699,EMA-000699,Calcium Gluconate Ariti,Ariti Sa
700,EMA-000700,Calcium Gluconate Cooper,Cooper Pharmaceuticals S.A.
701,EMA-000701,Calcium Gluconate Demo,Demo Abee
702,EMA-000702,Calcium Gluconate Demo,Demo Abee
703,EMA-000703,Calculus,Medical Pharmaquality Pharmaceuticals S.A.
704,EMA-000704,Caldepac Set,Nassington Ltd
705,EMA-000705,Calde-Vit,Galenica Sa
706,EMA-000706,Callifugo-Mediplants,Mediplants
707,EMA-000707,Calrecia,Fresenius Medical Care Deutschland Gmbh
708,EMA-000708,Calvidin,Viatris Healthcare Limited
709,EMA-000709,Candazol,Verisfield S.M.S.A
710,EMA-000710,Candesartan+hctz Swyssi,Swyssi Ag
711,EMA-000711,Candesartan+hctz/Swyssi Swyssi,Swyssi Ag
712,EMA-000712,Candiflu,Verisfield S.M.S.A
713,EMA-000713,Canephron Uno,Bionorica Se
714,EMA-000714,Canesten,Bayer Hellas Sa
715,EMA-000715,Canesten,Bayer Hellas Sa
716,EMA-000716,Canesten,Bayer Hellas Sa
717,EMA-000717,Capd/Dpca 17,Fresenius Medical Care Deutschland Gmbh
718,EMA-000718,Capd/Dpca 18,Fresenius Medical Care Deutschland Gmbh
719,EMA-000719,Capd/Dpca 19,Fresenius Medical Care Deutschland Gmbh
720,EMA-000720,Capd/Fresenius,Fresenius Medical Care Deutschland Gmbh
721,EMA-000721,Capecitabine Mylan,Mylan Pharmaceuticals Limited
722,EMA-000722,Capibine,Ariti Sa
723,EMA-000723,Capjera,Tikun Olam Greece S.A.
724,EMA-000724,Cappa-J T31,Tikun Olam Greece S.A.
725,EMA-000725,Caprilon Od,Medicair Bioscience Laboratories Cy Ltd
726,EMA-000726,Capsaxin,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
727,EMA-000727,Capser,Verisfield S.M.S.A
728,EMA-000728,Caramlo,"Zentiva, K.S."
729,EMA-000729,Carbenem,Cooper Pharmaceuticals S.A.
730,EMA-000730,Carboplan,Vianex S.A.
731,EMA-000731,Carboplatin Hospira,Pfizer Hellas A.E.
732,EMA-000732,Carboplatin Medicus,Medicus A.E
733,EMA-000733,Carbosylane,Pharmaserve Hellas S.A.C.I
734,EMA-000734,Carbosylane,Pharmaserve-Lilly Saci
735,EMA-000735,Carder,Innovis Pharma
736,EMA-000736,Cardicin Plus,Innovis Pharma
737,EMA-000737,Cardioscan,Mediray Gpc
738,EMA-000738,Cardiostyl,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
739,EMA-000739,Carditrat Plus,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
740,EMA-000740,Card-Ok,Vivax Pharmaceuticals Ltd
741,EMA-000741,Cardura,Viatris Hellas Limited
742,EMA-000742,Cardynsta,Viofar Ltd
743,EMA-000743,Carglumic Acid,Waymade B.V.
744,EMA-000744,Carglumic Acid Tillomed,Tillomed Pharma Gmbh
745,EMA-000745,Carglumic Acid Waymade,Waymade B.V.
746,EMA-000746,Caricia,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
747,EMA-000747,Carmelido,Nassington Ltd
748,EMA-000748,Carmustine Tillomed,Tillomed Pharma Gmbh
749,EMA-000749,Carmustine Waymade,Waymade B.V.
750,EMA-000750,Carniben,Bennett Pharmaceuticals Sa
751,EMA-000751,Carnil,Anfarm Hellas Sa
752,EMA-000752,Carnivit,Viofar Ltd
753,EMA-000753,Carvedilen,Pharmapath Sa
754,EMA-000754,Carvedilol Mylan,Mylan Pharmaceuticals Limited
755,EMA-000755,Carvepen,Elpen Pharmaceutical Co. Inc.
756,EMA-000756,Casmyg,Pharmathen International S.A.
757,EMA-000757,Casodex,Laboratoires Juvise Pharmaceuticals
758,EMA-000758,Caspofungin Anfarm,Anfarm Hellas Sa
759,EMA-000759,Caspofungin Demo,Demo Abee
760,EMA-000760,Caspofungin Teva,Teva B.V
761,EMA-000761,Catapresan,Glenwood Gmbh
762,EMA-000762,Catrigel,Vocate Φαρμακευτικη Αε
763,EMA-000763,Caverject,Pfizer Hellas A.E.
764,EMA-000764,Cb 30-Plur,Nephrodynamic Hellas S.A.
765,EMA-000765,Ceclor,Pharmaserve Hellas S.A.C.I
766,EMA-000766,Ceclor Mr,Pharmaserve Hellas S.A.C.I
767,EMA-000767,Cecure,Demo Abee
768,EMA-000768,Cefacloril,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
769,EMA-000769,Cefalgen,Elpen Pharmaceutical Co. Inc.
770,EMA-000770,Cefatrizine Adelco,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
771,EMA-000771,Cefatrizine Adelco,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
772,EMA-000772,Cefepime Kabi,Fresenius Kabi Hellas Single Member S.A.
773,EMA-000773,Cefgram,Bennett Pharmaceuticals Sa
774,EMA-000774,Cefpro,Verisfield S.M.S.A
775,EMA-000775,Ceftaridem,Vocate Φαρμακευτικη Αε
776,EMA-000776,Ceftaridem,Vocate Φαρμακευτικη Αε
777,EMA-000777,Ceftazidime Cooper,Cooper Pharmaceuticals S.A.
778,EMA-000778,Ceftazidime Kabi,Fresenius Kabi Hellas Single Member S.A.
779,EMA-000779,Ceftazidime Kabi,Fresenius Kabi Hellas Single Member S.A.
780,EMA-000780,Ceftoral,Vianex S.A.
781,EMA-000781,"Ceftoral, 100 Mg/5ml",Vianex S.A.
782,EMA-000782,"Ceftoral, 400 Mg/Tab",Vianex S.A.
783,EMA-000783,Ceftriaxone Kabi,Fresenius Kabi Hellas Single Member S.A.
784,EMA-000784,Ceftriaxone Kabi,Fresenius Kabi Hellas Single Member S.A.
785,EMA-000785,Ceftriaxone Norma,Norma Hellas S.A.
786,EMA-000786,Ceftriaxone Norma,Norma Hellas S.A.
787,EMA-000787,Ceftriaxone Norma,Norma Hellas S.A.
788,EMA-000788,Cefumax,Vianex S.A.
789,EMA-000789,Cefur,Vianex S.A.
790,EMA-000790,Cefuroprol,Pharmazac Sa
791,EMA-000791,Cefuroxime Kabi,Fresenius Kabi Hellas Single Member S.A.
792,EMA-000792,Celebrex,Viatris Hellas Limited
793,EMA-000793,Celestoderm-V With Garamycin,N.V. Organon
794,EMA-000794,Celestone Chronodose,N.V. Organon
795,EMA-000795,Celibron,Elpen Pharmaceutical Co. Inc.
796,EMA-000796,Celmantin,Medochemie Hellas Sa
797,EMA-000797,Celmantin Plus,Medochemie Hellas Sa
798,EMA-000798,Cenipil,Target Pharma Single Member Private Ltd
799,EMA-000799,Cerazette,N.V. Organon
800,EMA-000800,Ceretec,Ge Healthcare Ae
801,EMA-000801,Cernevit,Baxter Hellas
802,EMA-000802,Certican,Novartis (Hellas) S.A.C.I.
803,EMA-000803,Certorun,Provident Pharmaceuticals Ltd
804,EMA-000804,Cetirgen,Gabriel Health
805,EMA-000805,Cetirgen,Gabriel Health
806,EMA-000806,Cetirol,Raldex Enterprises Ltd
807,EMA-000807,Cetirol,Raldex Enterprises Ltd
808,EMA-000808,Cetraxal 2mg/Ml,Vianex S.A.
809,EMA-000809,Cevinolon,Bros Ltd
810,EMA-000810,Cevinolon,Bros Ltd
811,EMA-000811,Ceziboe,Sun Pharmaceutical Industries Europe B.V.
812,EMA-000812,Chemiderm,Iasis Pharma
813,EMA-000813,Chemiderm,Iasis Pharma
814,EMA-000814,Chemiderm Τοπικό Αντιμυκnτιασικό Φάρμακο,Iasis Pharma
815,EMA-000815,Chilvax,Proel Epam G Koronis Sa Pharmaceuticals
816,EMA-000816,Chingor,Demo Abee
817,EMA-000817,Chiro Des,P. Cosmidis & Co E.E.
818,EMA-000818,Chloramphenicol (Χωρίσ Συντηρητικό) Pharmathen,Pharmathen S.A.
819,EMA-000819,Chloranic,Norma Hellas S.A.
820,EMA-000820,Chlorapred,Demo Abee
821,EMA-000821,Chlorel,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
822,EMA-000822,Cholecalciferol Invos,Invos Hellas S.M.P.C.
823,EMA-000823,Choledyl,Galenica Sa
824,EMA-000824,Cholzet,Egis Pharmaceuticals Plc
825,EMA-000825,Chromoprol,Proel Epam G Koronis Sa Pharmaceuticals
826,EMA-000826,Chymexan,Bros Ltd
827,EMA-000827,Cibacen,Viatris Healthcare Limited
828,EMA-000828,Cibadrex,Viatris Healthcare Limited
829,EMA-000829,Ciclair,Genetic Spa
830,EMA-000830,Ciclodin,Gabriel Health
831,EMA-000831,Cidren,Vocate Φαρμακευτικη Αε
832,EMA-000832,Cifloxacin,Verisfield S.M.S.A
833,EMA-000833,Cifloxacin,Verisfield S.M.S.A
834,EMA-000834,Cifoban,Fresenius Medical Care Deutschland Gmbh
835,EMA-000835,Cildar,Medochemie Hellas Sa
836,EMA-000836,Cildar Plus,Medochemie Hellas Sa
837,EMA-000837,Cilos,Win Medica Sa
838,EMA-000838,Cilostazol Galenica,Galenica Sa
839,EMA-000839,Cilroton,Johnson & Johnson Hellas Consumer Ae
840,EMA-000840,Ciltiren,Vocate Φαρμακευτικη Αε
841,EMA-000841,Ciltiren,Vocate Φαρμακευτικη Αε
842,EMA-000842,Cinacalcet Faran,Faran S.A.
843,EMA-000843,Cinacalcet Genepharm,Genepharm S.A.
844,EMA-000844,Cinacalcet Rafarm,Rafarm Sa.
845,EMA-000845,Cinacalcet Stada,Stada Arzneimittel Ag
846,EMA-000846,Cinacalcet Stada,Stada Arzneimittel Ag
847,EMA-000847,Cinacalcet Teva,Teva B.V
848,EMA-000848,Cinacalcet Ωσ Υδροχλωρική Pharmazac,Pharmazac Sa
849,EMA-000849,Cinacalcetωσ  Υδροχλωρική Pharmazac,Pharmazac Sa
850,EMA-000850,Cinapen,Elpen Pharmaceutical Co. Inc.
851,EMA-000851,Cinlevo,Velka Hellas S.A.
852,EMA-000852,Cinlevo,Velka Hellas S.A.
853,EMA-000853,Cinstel,Verisfield S.M.S.A
854,EMA-000854,Cinstel,Verisfield S.M.S.A
855,EMA-000855,Cinterol,Pharmathen S.A.
856,EMA-000856,Cipocal,Pharmex S.A.
857,EMA-000857,Cipralex,H. Lundbeck A/S
858,EMA-000858,Cipraned,Medical Pharmaquality Pharmaceuticals S.A.
859,EMA-000859,Cipratic,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
860,EMA-000860,Ciprocton®,Viofar Ltd
861,EMA-000861,Ciprofal,Vocate Φαρμακευτικη Αε
862,EMA-000862,Ciprofloxacin,Proel Epam G Koronis Sa Pharmaceuticals
863,EMA-000863,Ciprofloxacin,Proel Epam G Koronis Sa Pharmaceuticals
864,EMA-000864,Ciprofloxacin Kabi,Fresenius Kabi Hellas Single Member S.A.
865,EMA-000865,Ciprofloxacin Noridem,Noridem Enterprises Ltd
866,EMA-000866,Ciprofloxacin Vioser,Vioser S.A.
867,EMA-000867,Ciprofloxacin+dexamethasone Rafarm,Rafarm Sa.
868,EMA-000868,Cipromycin/Medichrom,Farmellas Enterprises Ltd
869,EMA-000869,Cipromycin/Medichrom,Farmellas Enterprises Ltd
870,EMA-000870,"Ciprovian®, 100mg/50ml",Vianex S.A.
871,EMA-000871,"Ciprovian®, 200mg/100ml",Vianex S.A.
872,EMA-000872,"Ciprovian®, 400mg/200ml",Vianex S.A.
873,EMA-000873,Ciproxin,Bayer Hellas Sa
874,EMA-000874,Ciproxin,Bayer Hellas Sa
875,EMA-000875,Ciroz,Velka Hellas S.A.
876,EMA-000876,Ciroz,Velka Hellas S.A.
877,EMA-000877,Cisatral,Demo Abee
878,EMA-000878,Cisplatin Hospira,Pfizer Hellas A.E.
